FamilyMembers,FanHoursPerDay,RefrigeratorHoursPerDay,AirConditionerHoursPerDay,TelevisionHoursPerDay,MonitorHoursPerDay,WashingMachineHoursPerWeek,LightingHoursPerDay,City,Month,TariffRateINRPerKWh,MonthlyConsumptionKWh,ElectricityBillINR
1,10.3,22.5,1.1,1.3,2.1,4.9,6.4,Mumbai,5,8.8,230.5,2028.09
3,12.0,15.7,14.0,4.3,3.7,1.8,7.4,Jaipur,4,7.2,770.6,5548.41
5,3.7,24.0,2.0,1.3,3.9,2.7,5.2,Pune,6,8.0,271.0,2167.95
3,9.6,23.4,2.2,6.0,5.3,2.1,3.7,Hyderabad,10,8.2,304.3,2495.52
4,7.9,19.2,12.8,0.0,0.0,5.0,3.0,Hyderabad,4,8.1,744.5,6030.23
2,5.7,17.6,3.3,2.4,3.4,3.6,8.2,Mumbai,7,8.6,308.1,2649.39
3,5.9,23.3,5.8,8.1,4.2,5.1,4.4,Chennai,7,8.1,485.9,3935.89
6,8.6,21.5,1.3,2.5,4.2,0.0,7.0,Hyderabad,2,8.2,249.1,2042.59
2,6.9,22.1,0.8,3.4,0.0,4.4,2.8,Delhi,3,7.3,190.5,1390.66
5,1.0,21.7,1.2,6.0,2.3,1.7,9.1,Ahmedabad,1,7.7,238.2,1834.12
2,12.2,23.6,5.0,3.2,4.6,2.1,11.6,Bengaluru,8,7.7,428.3,3297.97
3,8.1,22.6,2.5,0.0,1.4,2.7,6.7,Kolkata,9,7.8,311.8,2432.32
3,6.9,18.4,14.0,1.4,0.6,3.0,5.4,Hyderabad,4,8.1,818.8,6631.92
6,5.2,18.2,6.6,6.1,4.1,3.0,8.9,Jaipur,6,7.4,513.0,3796.05
1,6.5,21.1,1.3,6.4,3.6,1.9,5.0,Pune,9,8.2,246.6,2021.92
6,10.2,24.0,3.0,0.0,3.5,2.8,6.1,Jaipur,6,7.5,344.9,2586.93
3,7.7,19.6,1.1,1.6,1.7,2.9,2.0,Lucknow,12,7.2,216.2,1556.81
2,7.9,21.1,5.1,2.2,0.4,0.5,5.8,Bengaluru,12,8.1,411.6,3333.78
6,3.9,22.7,5.1,2.7,4.9,3.5,8.3,Delhi,12,7.3,441.8,3225.1
6,6.1,18.7,6.1,1.6,9.7,3.0,5.1,Chennai,9,8.4,456.0,3830.36
1,7.1,22.4,3.4,3.7,0.0,3.3,5.1,Bengaluru,4,7.9,304.7,2407.32
3,8.7,20.0,1.3,2.4,5.0,2.3,5.1,Kolkata,8,7.7,220.1,1694.83
3,6.0,23.7,4.9,2.6,2.7,3.0,9.9,Ahmedabad,9,7.8,401.6,3132.79
5,9.3,17.2,1.7,1.2,3.6,0.0,6.5,Hyderabad,4,8.3,236.6,1963.5
1,4.1,24.0,2.2,5.1,2.9,2.2,6.1,Chennai,5,8.5,282.1,2397.86
5,7.2,19.1,3.5,0.7,7.4,2.3,5.2,Chennai,8,8.1,339.0,2746.05
5,6.8,21.6,4.5,4.3,1.4,2.9,8.1,Hyderabad,12,8.1,428.4,3470.41
5,3.2,20.0,5.8,5.5,1.8,3.0,4.4,Hyderabad,10,8.3,449.0,3726.65
4,6.9,16.8,10.9,7.5,3.2,4.4,8.5,Hyderabad,6,8.1,654.7,5302.81
5,5.5,22.5,9.3,4.5,4.1,1.3,5.8,Hyderabad,12,8.2,650.1,5330.83
6,10.5,19.2,6.7,4.0,5.7,4.1,8.3,Hyderabad,7,7.9,506.1,3997.99
2,6.0,21.6,4.4,0.1,4.0,6.0,5.3,Chennai,3,8.3,382.3,3172.82
6,7.9,17.6,0.8,6.4,3.5,2.3,7.6,Mumbai,7,8.9,232.3,2067.51
6,3.9,19.2,4.8,3.8,2.1,4.1,7.1,Mumbai,12,8.8,398.7,3508.33
3,7.6,19.1,1.6,4.1,4.0,5.1,5.9,Jaipur,8,7.5,272.8,2046.17
4,6.0,21.7,3.9,4.3,1.6,5.1,8.7,Mumbai,10,8.6,361.0,3104.86
5,5.1,20.9,1.8,3.7,3.4,2.6,8.6,Kolkata,6,7.5,273.8,2053.73
3,14.0,19.5,4.6,3.5,2.6,4.6,4.7,Mumbai,10,8.6,382.0,3284.89
1,6.1,18.9,3.8,2.8,1.0,4.3,4.6,Chennai,9,8.3,334.5,2776.17
1,6.5,20.9,8.9,5.0,6.1,4.8,5.5,Hyderabad,6,8.1,598.2,4845.43
3,9.3,20.6,4.1,0.5,1.0,4.0,5.4,Pune,12,8.1,357.5,2896.0
2,5.1,20.4,4.8,0.5,2.2,4.8,8.1,Pune,9,7.8,384.1,2995.82
3,8.0,24.0,7.9,1.8,0.0,2.7,6.7,Kolkata,4,7.5,535.9,4019.56
3,8.3,21.7,1.8,6.0,2.7,2.3,4.2,Lucknow,8,7.3,274.0,2000.17
4,7.6,24.0,4.6,4.4,3.9,0.0,4.3,Chennai,11,8.4,414.5,3481.65
1,12.7,19.8,3.4,2.2,1.2,2.4,6.2,Delhi,4,7.7,307.1,2364.29
1,5.0,19.9,3.8,1.9,0.0,2.5,7.7,Bengaluru,2,7.9,321.2,2537.21
5,10.8,18.5,5.4,3.3,2.2,0.3,9.1,Jaipur,10,7.2,420.6,3028.6
6,8.2,20.9,0.7,4.3,2.7,3.1,6.3,Delhi,11,7.5,238.8,1790.81
3,9.3,19.0,1.7,6.2,2.5,4.6,5.8,Chennai,9,8.4,280.1,2352.87
3,7.9,18.6,2.2,7.6,6.2,1.6,5.6,Mumbai,5,8.6,292.4,2514.54
2,11.7,14.3,3.6,3.2,3.7,5.8,4.5,Hyderabad,4,8.2,325.3,2667.68
1,6.2,24.0,1.8,7.9,3.5,3.6,5.8,Delhi,2,7.6,274.4,2085.57
2,8.2,18.9,5.5,3.7,3.7,4.3,5.0,Bengaluru,1,8.1,457.6,3706.21
4,10.3,24.0,1.2,4.1,3.6,2.9,5.2,Lucknow,11,7.4,254.0,1879.88
5,5.6,19.7,0.9,5.5,2.1,1.7,7.2,Pune,7,7.8,210.3,1640.68
2,9.5,21.9,5.9,5.7,1.1,3.8,3.1,Lucknow,6,7.2,468.0,3369.68
1,7.0,20.2,8.4,6.7,7.9,4.1,2.2,Bengaluru,2,8.1,554.1,4488.36
4,3.9,21.2,9.3,0.9,2.7,2.7,4.1,Hyderabad,8,8.2,605.4,4964.29
3,3.4,17.0,3.0,3.7,3.0,3.4,7.6,Mumbai,11,8.9,316.4,2816.1
4,6.8,23.5,3.3,6.0,3.1,3.0,6.7,Bengaluru,4,8.0,352.6,2820.83
6,9.5,18.9,1.5,1.4,1.5,2.0,7.9,Jaipur,8,7.4,252.6,1869.49
2,1.8,22.8,1.0,0.0,3.4,3.5,2.7,Bengaluru,7,7.9,202.3,1598.38
1,7.5,15.6,1.4,0.5,0.4,1.9,7.0,Chennai,5,8.3,197.4,1638.48
2,9.2,17.7,0.9,3.3,4.4,4.1,3.1,Mumbai,10,8.6,208.1,1789.5
3,3.8,21.1,3.0,7.5,2.5,6.5,3.8,Hyderabad,10,8.1,339.8,2752.6
3,5.4,19.5,2.8,0.5,5.3,4.6,3.4,Pune,12,8.1,284.2,2302.1
1,8.4,21.4,7.1,1.2,4.0,2.7,3.7,Pune,8,8.1,473.6,3836.03
6,9.1,20.6,2.2,2.5,3.8,3.5,11.3,Bengaluru,9,7.7,304.3,2343.3
5,11.0,24.0,11.2,1.5,1.4,4.7,7.1,Chennai,5,8.3,733.7,6089.38
4,5.5,21.6,6.8,1.2,3.1,2.9,2.3,Delhi,10,7.7,462.3,3559.84
4,5.0,18.7,2.1,0.0,4.5,3.8,2.9,Lucknow,5,7.0,239.8,1678.75
3,11.1,18.8,3.5,2.4,3.2,4.1,6.2,Lucknow,2,7.4,357.5,2645.28
2,5.1,23.6,3.8,7.4,0.3,3.4,6.3,Lucknow,5,7.3,328.0,2394.25
2,8.3,15.4,5.8,4.6,5.0,3.3,4.7,Delhi,3,7.5,400.1,3000.62
6,12.5,21.7,0.7,5.9,4.5,4.6,9.4,Chennai,7,8.1,286.8,2323.47
5,8.9,16.7,0.7,2.3,0.0,5.6,4.2,Lucknow,10,7.2,184.4,1327.45
2,9.0,23.3,3.3,1.8,3.3,2.9,7.9,Jaipur,5,7.4,331.7,2454.61
4,10.2,18.7,4.6,4.5,4.6,4.9,7.6,Delhi,8,7.7,390.3,3004.93
2,8.3,21.6,0.3,3.7,1.8,0.8,10.8,Delhi,1,7.7,178.5,1374.49
5,9.0,20.1,9.6,3.4,0.3,3.7,10.9,Hyderabad,3,8.2,597.6,4900.08
4,6.1,15.8,2.3,6.9,0.9,0.0,7.4,Hyderabad,3,8.3,268.5,2228.62
2,9.9,21.9,0.8,1.9,2.8,1.8,6.1,Mumbai,9,9.0,225.5,2029.2
4,8.0,17.8,1.6,1.6,4.9,1.4,6.7,Jaipur,5,7.6,254.0,1930.62
3,3.3,22.4,4.3,5.2,0.8,5.5,7.2,Jaipur,12,7.5,374.9,2812.11
3,7.6,17.0,1.8,4.9,0.8,2.6,2.3,Mumbai,9,8.9,218.3,1942.7
6,1.6,20.7,4.5,1.4,2.4,2.9,3.0,Jaipur,9,7.6,370.3,2814.43
3,8.8,20.1,3.0,3.7,4.4,2.7,7.9,Kolkata,1,7.5,344.0,2580.32
2,6.4,18.2,10.8,0.0,6.5,0.8,8.7,Ahmedabad,2,7.8,694.6,5417.95
5,11.8,24.0,2.1,4.1,3.2,3.4,9.0,Lucknow,5,7.0,330.5,2313.83
4,8.2,20.1,7.4,2.6,1.7,3.1,5.6,Hyderabad,4,7.9,481.0,3799.53
1,9.3,18.7,3.8,3.0,1.4,1.8,6.7,Mumbai,10,9.0,331.8,2985.92
3,4.4,20.9,0.8,1.2,5.7,5.1,5.1,Mumbai,9,8.8,216.5,1904.97
3,8.7,15.6,1.7,5.9,0.5,5.0,9.7,Jaipur,7,7.4,254.0,1879.29
1,5.4,24.0,3.9,4.0,3.4,1.1,5.2,Delhi,6,7.6,326.2,2478.97
1,9.7,16.7,4.9,5.5,5.6,2.0,4.4,Pune,7,8.0,423.8,3390.48
2,4.2,21.7,9.1,3.3,2.7,3.7,5.7,Bengaluru,1,7.9,616.8,4872.84
4,7.3,20.2,2.9,5.9,0.8,2.3,5.2,Bengaluru,1,8.0,314.7,2517.3
3,4.1,23.5,0.5,0.0,4.1,2.7,5.9,Mumbai,8,8.6,202.7,1743.46
5,7.3,20.5,0.5,3.5,3.2,1.5,7.8,Lucknow,2,7.3,207.8,1517.01
2,12.1,18.1,1.8,5.9,3.9,1.5,6.3,Kolkata,12,7.7,278.7,2145.71
2,8.8,14.4,5.7,0.0,4.2,2.2,4.8,Lucknow,10,7.4,378.6,2801.77
5,6.9,14.7,3.2,3.8,4.0,3.2,4.7,Mumbai,11,8.9,308.3,2743.82
5,1.0,19.3,2.1,4.7,3.6,3.3,4.9,Lucknow,9,7.2,257.8,1856.37
6,5.7,24.0,5.9,2.7,4.4,1.8,2.1,Hyderabad,7,8.2,463.0,3797.01
5,8.2,15.0,7.8,5.5,5.7,1.3,7.8,Lucknow,6,7.4,556.5,4117.76
1,5.7,24.0,2.6,5.5,1.4,1.1,7.2,Jaipur,1,7.6,294.8,2240.42
3,10.6,23.3,3.3,2.3,2.5,4.5,9.1,Jaipur,1,7.6,354.7,2695.84
6,7.2,16.0,1.7,2.7,4.6,6.2,6.8,Kolkata,2,7.7,256.3,1973.44
1,9.7,16.7,11.6,1.2,2.9,3.6,3.0,Hyderabad,6,8.1,650.3,5267.75
6,7.5,17.0,11.6,4.1,0.5,0.0,6.3,Pune,6,8.1,672.5,5446.86
3,6.3,20.9,2.7,3.9,3.7,3.9,6.4,Delhi,2,7.5,300.0,2249.76
6,5.8,19.8,2.0,3.5,2.0,4.8,7.5,Hyderabad,1,8.3,257.2,2134.85
1,4.5,19.7,4.1,3.7,7.2,2.0,9.6,Chennai,10,8.5,358.2,3044.87
4,9.7,18.5,5.7,1.8,5.0,4.3,3.5,Ahmedabad,5,7.6,438.9,3335.44
3,5.9,20.5,5.8,0.6,5.3,4.6,7.1,Mumbai,5,9.0,410.5,3694.82
2,8.3,22.5,1.9,4.4,3.1,4.9,5.7,Chennai,2,8.5,275.6,2342.53
3,5.7,19.6,7.7,3.1,3.6,2.1,11.1,Kolkata,6,7.7,521.4,4014.55
3,4.3,18.0,1.8,1.4,2.3,3.1,7.8,Chennai,9,8.5,249.6,2121.55
3,8.4,23.0,2.6,2.0,1.3,3.3,5.5,Jaipur,2,7.6,326.1,2478.42
4,5.1,19.3,1.5,5.3,1.2,5.0,8.7,Lucknow,10,7.4,254.6,1883.7
1,6.0,21.7,9.6,5.2,7.3,2.4,5.5,Delhi,2,7.6,581.8,4421.77
2,3.9,19.7,1.3,4.8,3.8,4.4,7.4,Bengaluru,3,7.7,227.5,1751.71
1,5.8,23.3,1.6,3.4,0.4,3.4,5.2,Mumbai,7,9.0,247.0,2222.79
6,7.1,23.7,8.9,2.1,4.9,4.4,6.1,Bengaluru,6,7.7,599.6,4616.96
6,6.3,23.6,8.0,6.1,8.2,4.1,8.5,Lucknow,12,7.4,590.8,4371.69
6,9.0,18.3,3.9,2.9,0.0,2.0,5.3,Jaipur,8,7.5,362.8,2720.95
1,7.4,18.3,0.9,4.0,4.2,3.4,2.0,Jaipur,8,7.6,199.6,1517.1
5,14.0,22.6,4.4,1.8,0.8,2.0,4.5,Lucknow,6,7.3,437.5,3193.76
4,8.1,19.8,0.8,3.0,5.3,3.0,9.0,Mumbai,12,8.6,212.9,1831.24
5,2.7,19.9,5.3,0.0,0.0,5.6,9.2,Bengaluru,11,8.0,416.4,3331.35
6,6.5,17.9,2.2,2.2,3.2,2.4,4.6,Hyderabad,10,8.1,251.3,2035.42
4,6.7,24.0,1.4,0.5,3.9,2.1,2.8,Jaipur,3,7.5,238.4,1788.17
1,5.5,23.1,3.8,3.9,0.2,2.7,5.1,Bengaluru,3,7.7,355.1,2734.49
6,7.2,19.6,8.5,2.3,3.9,4.0,7.9,Pune,1,8.0,523.2,4185.82
1,5.4,18.1,6.7,2.9,2.1,4.0,5.6,Bengaluru,7,7.7,463.4,3567.9
4,7.8,17.9,1.9,7.8,6.4,3.5,2.0,Pune,5,7.8,258.3,2015.06
1,2.2,20.4,3.6,1.5,0.2,1.8,7.1,Pune,4,8.0,308.1,2465.0
1,9.9,21.2,0.4,3.7,4.8,2.6,8.1,Jaipur,10,7.6,201.0,1527.82
2,3.1,17.4,10.0,3.9,2.8,5.1,9.2,Mumbai,4,9.0,615.7,5541.11
5,6.3,16.3,2.9,1.6,5.6,0.7,2.0,Kolkata,4,7.5,291.7,2187.89
5,5.2,20.2,1.1,5.7,5.6,3.4,8.3,Jaipur,6,7.2,263.4,1896.62
5,7.8,22.6,4.3,6.8,2.5,2.7,6.4,Mumbai,8,8.6,404.8,3481.34
3,6.5,20.2,5.7,5.9,2.9,3.7,4.7,Mumbai,8,8.6,452.7,3893.13
2,7.6,19.3,2.6,1.6,4.8,3.2,2.7,Chennai,5,8.4,279.3,2345.85
6,9.8,16.6,2.2,2.1,4.0,0.7,2.3,Lucknow,6,7.4,250.0,1849.78
6,8.9,18.1,2.9,0.0,2.8,3.9,4.5,Lucknow,4,7.0,287.2,2010.33
6,7.1,22.6,3.2,3.1,1.3,1.5,4.4,Lucknow,12,7.4,355.1,2627.91
5,8.1,16.2,3.4,3.3,3.7,1.2,5.8,Ahmedabad,11,7.7,302.9,2332.04
5,11.9,24.0,3.1,5.1,0.8,3.1,9.0,Jaipur,9,7.6,361.3,2746.18
2,9.0,20.3,6.9,7.0,4.3,2.4,5.9,Mumbai,8,8.6,505.8,4349.81
1,6.3,15.2,1.9,1.0,5.2,1.8,2.9,Chennai,10,8.1,221.0,1790.23
5,10.2,21.5,1.6,3.8,1.3,2.4,4.0,Pune,12,8.1,273.5,2215.37
6,8.0,21.4,1.5,3.0,2.2,1.9,6.7,Kolkata,10,7.9,253.7,2004.53
1,4.6,18.7,6.7,3.2,1.7,5.3,4.5,Kolkata,1,7.7,455.8,3509.45
5,6.5,22.8,8.8,6.6,5.1,3.5,5.8,Pune,2,8.2,600.6,4925.08
4,3.3,18.1,3.4,3.7,3.1,2.8,8.3,Bengaluru,9,7.9,289.3,2285.19
3,1.3,21.9,5.9,4.6,2.3,4.1,7.3,Bengaluru,8,7.9,429.8,3395.05
5,4.6,19.9,4.0,4.4,4.3,2.7,4.9,Lucknow,3,7.0,382.6,2678.35
4,7.3,19.1,9.7,3.9,2.0,2.6,4.0,Jaipur,8,7.4,665.1,4922.0
2,7.3,24.0,3.4,2.0,2.6,4.4,9.9,Ahmedabad,12,7.4,364.8,2699.5
4,3.5,23.0,1.9,7.2,0.8,2.0,4.6,Chennai,1,8.5,277.0,2354.1
2,1.1,16.7,1.6,3.4,4.7,1.5,10.8,Kolkata,10,7.9,213.8,1689.07
5,10.7,21.1,7.1,4.6,0.8,4.0,9.2,Lucknow,4,7.4,526.8,3898.07
2,7.2,24.0,4.1,4.0,5.9,3.2,5.8,Delhi,3,7.3,386.3,2820.08
4,10.9,24.0,10.9,0.0,3.5,3.2,3.6,Lucknow,6,7.2,755.5,5439.92
3,10.7,17.3,4.7,1.4,2.7,2.5,6.1,Delhi,7,7.6,348.0,2644.71
1,8.8,24.0,6.0,3.7,3.0,3.9,8.6,Hyderabad,4,8.2,441.7,3622.29
1,7.1,22.8,0.7,1.8,6.4,0.9,5.2,Mumbai,7,8.9,222.5,1980.01
3,6.0,16.9,3.7,4.3,0.3,0.1,3.4,Pune,9,8.2,332.5,2726.73
6,8.8,20.6,7.8,1.7,0.5,2.4,4.9,Mumbai,11,9.0,539.5,4855.33
1,6.6,21.4,3.0,3.5,4.9,3.9,6.8,Lucknow,2,7.4,312.2,2310.32
5,5.5,16.8,1.1,0.1,1.2,4.9,6.9,Mumbai,11,8.9,214.4,1908.55
6,1.8,22.1,1.4,5.2,1.5,3.8,6.2,Chennai,3,8.5,277.7,2360.21
5,6.8,24.0,4.4,4.4,2.1,1.6,5.1,Hyderabad,5,8.1,384.1,3111.27
4,9.7,24.0,7.4,4.5,5.3,1.6,5.8,Ahmedabad,3,7.6,553.4,4205.51
4,10.1,20.5,2.0,3.3,4.6,4.8,5.1,Hyderabad,11,8.3,286.2,2375.66
6,7.1,19.2,0.3,2.1,2.7,4.4,6.3,Kolkata,8,7.7,200.8,1546.33
6,4.8,21.0,3.3,6.7,3.8,3.8,6.5,Chennai,12,8.3,364.8,3027.81
6,9.3,17.1,3.5,6.8,3.8,4.4,5.5,Mumbai,10,8.9,343.4,3056.38
6,7.0,18.6,2.7,3.4,1.0,3.3,4.3,Ahmedabad,8,7.8,307.8,2400.9
2,6.1,14.1,4.7,2.4,1.1,2.7,8.5,Mumbai,8,8.6,343.8,2956.63
6,3.4,21.3,0.9,0.0,0.0,2.8,6.6,Jaipur,12,7.4,215.8,1596.59
6,12.3,19.0,2.9,4.0,6.0,4.0,7.4,Jaipur,12,7.4,311.9,2308.23
4,8.8,21.9,2.1,2.2,1.7,3.4,4.5,Bengaluru,9,8.1,289.5,2344.87
5,9.1,20.4,0.5,2.5,3.0,0.1,5.8,Hyderabad,4,8.2,196.1,1608.03
4,4.8,17.0,6.5,5.4,4.1,4.3,4.5,Ahmedabad,5,7.7,452.1,3480.86
1,7.2,20.6,5.3,1.6,1.1,3.9,8.8,Jaipur,5,7.4,365.1,2701.78
2,6.8,17.9,1.7,7.3,1.3,3.5,3.8,Bengaluru,8,7.7,240.9,1854.58
2,9.0,24.0,4.5,1.5,1.2,5.1,4.0,Chennai,7,8.5,413.2,3512.37
5,10.4,17.5,1.7,0.0,0.0,1.8,6.1,Ahmedabad,9,7.8,222.2,1733.11
6,3.4,18.6,1.9,2.2,2.9,1.4,3.7,Bengaluru,8,7.9,253.0,1998.46
4,4.3,17.0,3.0,4.2,7.7,3.8,8.8,Pune,2,8.1,288.8,2339.18
1,8.6,16.7,7.3,3.8,1.9,1.9,3.2,Ahmedabad,10,7.7,475.4,3660.5
4,5.7,20.1,2.1,3.9,2.0,5.5,5.5,Lucknow,12,7.3,289.4,2112.82
6,9.0,16.3,12.1,2.9,2.3,2.0,5.2,Bengaluru,4,8.0,710.4,5683.08
6,6.1,19.4,6.9,2.5,3.6,1.9,6.6,Mumbai,6,8.9,509.1,4530.56
3,3.9,21.3,2.9,1.0,4.8,2.4,4.4,Lucknow,12,7.4,292.2,2162.35
4,2.6,18.7,8.2,3.8,1.3,2.6,6.5,Pune,2,8.1,595.7,4825.36
5,8.2,13.4,5.1,5.6,3.9,2.4,4.3,Jaipur,7,7.4,410.8,3040.0
4,8.3,24.0,4.3,3.5,2.8,2.6,4.0,Delhi,3,7.3,393.9,2875.63
2,9.4,20.8,1.6,2.0,3.6,2.5,5.5,Bengaluru,3,7.7,267.1,2056.59
1,7.8,20.8,1.6,3.8,3.9,0.7,5.8,Chennai,11,8.4,262.4,2204.0
5,1.0,19.3,1.7,6.4,1.1,3.8,5.4,Bengaluru,2,8.1,243.9,1975.39
3,8.3,22.4,2.8,3.1,1.9,2.3,5.2,Delhi,11,7.5,316.9,2377.07
1,3.4,22.8,11.1,1.0,3.9,2.8,8.7,Pune,8,8.0,665.2,5321.98
1,2.3,23.1,4.1,3.9,2.7,1.2,6.6,Pune,6,8.1,369.7,2994.32
2,2.0,20.8,4.8,4.7,4.6,0.7,6.5,Lucknow,1,7.3,414.0,3021.98
2,1.8,15.9,3.9,5.2,2.6,2.9,8.1,Ahmedabad,12,7.7,304.7,2346.41
2,7.7,21.2,3.3,4.9,5.0,5.3,3.3,Chennai,1,8.3,339.5,2818.25
5,5.2,20.8,6.2,3.8,0.0,5.3,10.2,Lucknow,7,7.4,499.4,3695.93
4,3.2,18.4,1.9,1.8,3.6,1.6,2.6,Chennai,8,8.3,246.3,2044.14
1,7.1,17.6,11.3,1.5,0.4,1.9,8.5,Chennai,5,8.1,668.1,5411.83
4,4.2,21.6,1.8,2.8,5.2,3.3,2.6,Delhi,12,7.3,272.2,1987.22
4,9.5,19.8,4.5,4.7,2.7,0.0,5.9,Lucknow,11,7.0,361.1,2527.54
2,10.6,18.8,0.8,2.2,2.3,2.1,4.8,Chennai,5,8.1,207.0,1676.7
4,6.5,24.0,3.1,2.5,1.3,3.3,9.1,Kolkata,4,7.5,354.5,2659.09
1,10.4,22.0,14.0,1.7,4.3,2.7,7.5,Delhi,6,7.7,837.4,6447.84
1,10.4,21.3,0.2,6.6,4.1,0.2,5.4,Pune,6,8.1,185.7,1504.02
6,7.2,23.7,0.9,3.1,2.4,0.3,7.1,Delhi,3,7.7,238.0,1832.94
3,11.3,21.0,3.3,4.8,4.3,0.9,6.6,Mumbai,9,9.0,345.7,3111.05
5,5.4,17.9,4.9,6.7,3.4,2.9,7.4,Mumbai,12,8.8,391.5,3445.43
4,2.1,18.8,1.1,1.6,3.2,1.7,5.6,Chennai,11,8.5,199.2,1693.38
5,3.1,22.2,3.5,5.0,4.6,5.3,4.6,Lucknow,7,7.0,364.4,2550.46
5,5.3,21.9,1.2,3.3,6.6,1.0,2.0,Pune,1,8.1,257.2,2083.37
5,8.3,21.3,4.4,6.3,3.6,4.8,5.3,Delhi,7,7.7,372.7,2869.87
6,4.1,16.6,11.1,1.9,3.6,1.2,6.3,Lucknow,5,7.4,645.6,4777.26
5,5.3,22.4,5.4,3.9,4.8,6.8,4.0,Delhi,5,7.7,433.4,3337.09
6,3.9,19.8,2.5,4.8,1.1,4.0,5.8,Delhi,2,7.5,313.6,2352.32
1,5.4,21.8,4.2,2.1,2.6,0.0,8.2,Kolkata,4,7.5,367.9,2759.44
4,10.4,17.5,4.4,3.1,2.2,4.8,6.2,Mumbai,12,8.9,398.9,3550.14
6,7.9,24.0,8.7,3.2,3.6,2.3,4.5,Delhi,6,7.3,621.2,4535.12
3,5.6,20.7,3.3,5.7,3.4,4.4,7.8,Kolkata,10,7.5,359.7,2697.75
5,10.1,18.7,8.6,7.9,6.5,3.0,6.4,Mumbai,11,8.8,604.5,5319.3
3,7.1,21.9,1.0,6.7,6.0,2.5,6.4,Kolkata,7,7.8,254.8,1987.13
1,7.3,22.6,10.4,6.4,0.0,2.6,5.1,Lucknow,11,7.2,665.4,4791.05
1,9.9,21.9,3.3,0.0,3.7,1.2,3.5,Ahmedabad,5,7.8,315.8,2463.19
2,6.1,17.0,3.6,3.8,4.4,2.3,6.5,Mumbai,9,8.6,323.1,2778.77
5,9.3,23.4,3.6,3.6,3.2,1.1,6.7,Jaipur,3,7.2,374.7,2697.54
2,9.1,19.0,1.7,5.1,2.0,2.3,4.6,Ahmedabad,1,7.8,254.5,1985.27
3,6.6,20.0,6.4,0.6,5.8,3.3,6.3,Lucknow,4,7.0,468.4,3278.79
4,3.5,13.4,6.3,5.0,3.7,4.6,7.9,Delhi,9,7.5,443.9,3329.04
2,7.0,18.6,11.4,0.0,0.9,5.2,4.0,Pune,4,7.8,688.9,5373.55
1,9.8,18.6,3.3,5.6,5.0,3.0,6.8,Lucknow,2,7.4,330.6,2446.42
5,9.0,21.4,2.3,0.2,3.9,1.3,5.8,Kolkata,10,7.8,274.5,2141.13
3,11.3,18.4,4.1,5.9,1.7,2.9,7.9,Kolkata,5,7.5,374.2,2806.32
6,5.8,15.1,3.1,5.8,1.5,2.8,8.2,Kolkata,3,7.7,297.0,2287.07
1,8.9,20.7,5.1,2.8,1.4,5.0,6.1,Kolkata,12,7.5,424.8,3186.24
6,4.5,19.2,5.3,4.4,5.4,4.3,6.0,Lucknow,9,7.4,418.3,3095.48
4,7.5,17.8,12.9,3.5,4.2,3.3,5.6,Pune,4,8.2,740.0,6068.19
5,9.8,20.3,3.0,0.5,4.9,5.3,3.9,Bengaluru,6,8.0,332.5,2660.04
4,9.3,14.7,4.3,4.6,3.4,2.2,6.8,Kolkata,2,7.8,359.2,2801.78
4,7.3,21.9,3.9,5.9,1.6,3.9,6.1,Bengaluru,6,7.9,392.7,3102.41
5,6.3,19.5,2.8,2.9,1.4,2.2,4.5,Pune,3,7.8,293.6,2289.96
5,4.5,19.2,3.0,4.8,5.1,2.3,2.1,Pune,12,8.0,307.5,2459.96
6,6.4,22.9,5.1,1.7,3.9,0.0,7.1,Ahmedabad,12,7.8,408.3,3184.47
4,3.7,18.4,1.9,5.3,2.5,3.2,5.3,Mumbai,9,8.9,241.0,2144.76
3,6.1,20.8,4.3,3.5,3.0,3.2,7.4,Jaipur,11,7.4,368.2,2725.02
6,2.5,19.6,4.5,3.5,5.0,2.8,3.3,Chennai,2,8.1,385.8,3124.8
5,3.7,24.0,2.5,4.4,4.1,3.7,6.1,Jaipur,12,7.6,333.8,2537.15
1,9.1,21.5,2.0,6.6,2.8,4.5,5.9,Lucknow,12,7.0,292.4,2046.46
6,8.9,16.6,6.5,4.6,2.9,3.0,5.6,Chennai,9,8.4,461.1,3873.59
2,6.3,24.0,0.4,1.3,1.8,3.9,9.2,Pune,5,8.1,207.4,1679.56
3,7.2,23.1,1.1,2.1,3.0,3.6,6.3,Jaipur,8,7.5,241.6,1812.02
6,7.5,20.1,1.8,3.4,2.4,4.6,2.5,Hyderabad,2,8.2,284.2,2330.66
5,8.2,18.7,4.3,4.5,2.9,3.8,5.2,Mumbai,6,8.9,400.5,3564.87
5,7.9,16.0,3.2,1.2,1.9,5.7,2.8,Jaipur,3,7.6,275.7,2095.21
3,3.7,21.3,1.9,4.2,0.3,3.4,8.8,Mumbai,12,8.6,277.4,2385.62
2,1.0,18.0,4.9,5.3,4.9,1.6,6.5,Bengaluru,12,7.7,350.5,2699.05
6,4.5,17.4,4.6,2.5,4.1,4.9,5.7,Lucknow,10,7.0,387.3,2710.93
6,6.6,22.3,2.3,7.4,2.5,4.0,3.2,Mumbai,5,8.8,281.9,2480.83
4,9.4,24.0,4.2,2.0,2.4,3.7,6.3,Bengaluru,12,7.9,406.9,3214.82
